Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,w_nominal.x,w_nominal.y,w_nominal.z,w_gust.x,w_gust.y,w_gust.z
1713858114.0463254,198,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.0530317,199,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.0597293,200,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.0664048,201,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.0729606,202,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.0796266,203,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.086297,204,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.0929933,205,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.099627,206,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.106351,207,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.1130052,208,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.1196766,209,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.126323,210,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.1329834,211,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.1396372,212,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.1463103,213,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.1529882,214,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.1596577,215,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.1663637,216,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.1729817,217,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.1796715,218,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.1863468,219,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.193043,220,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.1996756,221,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.2065008,222,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713858114.2130377,223,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
