Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,w_nominal.x,w_nominal.y,w_nominal.z,w_gust.x,w_gust.y,w_gust.z
1713608749.9091103,199,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608749.91585,200,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608749.9225063,201,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608749.9291039,202,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608749.9357605,203,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608749.9425428,204,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608749.9491806,205,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608749.9557345,206,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608749.9624572,207,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608749.9690528,208,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608749.9758508,209,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608749.9825456,210,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608749.9890833,211,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608749.9957101,212,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.0023718,213,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.0090272,214,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.0157266,215,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.0224414,216,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.0291882,217,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.0357556,218,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.0424552,219,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.0491087,220,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.055796,221,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.062458,222,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.069205,223,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.0758429,224,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.0825362,225,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.0891263,226,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.095796,227,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.1025033,228,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.1090705,229,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.1158075,230,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.1224918,231,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.1290994,232,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.136013,233,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.1424816,234,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.149084,235,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.155856,236,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.1624508,237,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.1690972,238,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.175743,239,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.1824505,240,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.1891263,241,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.1958578,242,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.2025163,243,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.2090952,244,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.2158563,245,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.2224498,246,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.2291415,247,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.235836,248,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.242443,249,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.2490957,250,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.2557597,251,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.2626207,252,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.2692719,253,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.2759564,254,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.282778,255,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.2891953,256,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.29598,257,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.3025715,258,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.3092222,259,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.316052,260,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.3231614,261,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.3293834,262,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.3361187,263,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.3430626,264,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.349454,265,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.3558946,266,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.3626962,267,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.3691995,268,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.3759267,269,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.3826091,270,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.3892486,271,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.3961608,272,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.4029582,273,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.4092867,274,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.4161084,275,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.4226553,276,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.4294987,277,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.4362345,278,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.4425263,279,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.4492722,280,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.4559197,281,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.4627032,282,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.4692326,283,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.4759011,284,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.4825358,285,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.4891822,286,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.495741,287,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.5023608,288,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.5090253,289,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.5158594,290,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.5223866,291,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.5290368,292,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.5356836,293,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.5424309,294,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.5491211,295,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.5558727,296,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.562501,297,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.5690818,298,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.5756695,299,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.5824296,300,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.5890365,301,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.5956385,302,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.6023676,303,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.609023,304,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.615707,305,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.6223986,306,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.6290286,307,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.6356657,308,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.642397,309,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.649035,310,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.6556654,311,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.6623914,312,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.6690629,313,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.6757073,314,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.6823785,315,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.6891077,316,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.69565,317,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.7024076,318,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.7090619,319,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.7157018,320,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.7223892,321,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.7290382,322,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.7356558,323,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.7424576,324,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.749062,325,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.7557108,326,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.7624032,327,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.7690442,328,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.775704,329,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713608750.7823813,330,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
