Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,p.x,p.y,p.z,p_ref.x,p_ref.y,p_ref.z,p_err.x,p_err.y,p_err.z,p_err_int.x,p_err_int.y,p_err_int.z,v.x,v.y,v.z,v_ref.x,v_ref.y,v_ref.z,v_err.x,v_err.y,v_err.z,a_ff.x,a_ff.y,a_ff.z,a_fb.x,a_fb.y,a_fb.z,j_ff.x,j_ff.y,j_ff.z,j_fb.x,j_fb.y,j_fb.z,q.x,q.y,q.z,q.w,q_ref.x,q_ref.y,q_ref.z,q_ref.w,rpy.x,rpy.y,rpy.z,rpy_ref.x,rpy_ref.y,rpy_ref.z,w.x,w.y,w.z,w_ref.x,w_ref.y,w_ref.z,F_W.x,F_W.y,F_W.z,P_norm,A_norm,y_norm,f_hat.x,f_hat.y,f_hat.z,power
1713916473.3009872,1,1713916473,297990560,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1713916473.9359498,2,1713916473,307768106,,0.9999561309814453,-0.9999427795410156,3.216632467228919e-05,1.0,-1.0,0.32800149758807334,4.38690185546875e-05,-5.7220458984375e-05,0.32796933126340105,0.0,0.0,0.0,-0.000731790263671428,0.0007473374134860933,0.0005463762208819389,0.0,0.0,0.0,0.000731790263671428,-0.0007473374134860933,-0.0005463762208819389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003578370960894972,-5.487461748998612e-05,0.00030520197469741106,0.9999998807907104,-0.0003878750939223151,-0.0022041897689062083,0.0,0.999997495547051,-0.0007157076781138667,-0.00010953079849577745,0.0006104431992264096,-0.0007757558607668974,-0.004408382775852706,1.7099172423760663e-06,1.3689715160580818e-05,2.6868137865676545e-06,-1.000601150735747e-05,0.0,0.0,0.0,-0.05710912495851517,0.010049591772258282,12.954578399658203,7.242473602294922,0.015880562365055084,1.1294175386428833,0.008703777566552162,-0.009091922082006931,-0.0026354636065661907,True
1713916473.9401896,3,1713916473,935772418,,0.999971330165863,-0.9999839663505554,6.906448834342882e-05,1.0,-1.0,0.34600149758807336,2.866983413696289e-05,-1.6033649444580078e-05,0.34593243309972993,0.0,0.0,0.0,-0.0013402720214799047,0.00011966736929025501,0.002574076410382986,0.0,0.0,0.0,0.0013402720214799047,-0.00011966736929025501,-0.002574076410382986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001567864528624341,-9.937323920894414e-05,0.0003277762152720243,0.9999999403953552,-0.001429288639189833,-0.0036910283048258957,0.0,0.999992166691339,-0.0003136380356180886,-0.0001986436816315846,0.0006555835972485071,-0.00285863666972361,-0.0073820658310260025,1.0551377143021389e-05,-0.0029404140077531338,-0.007710352540016174,0.010379846207797527,0.0,0.0,0.0,-0.09858119487762451,0.03817391023039818,13.353850364685059,7.242473602294922,0.3627256751060486,1.1279994249343872,0.027461417019367218,-0.024842679500579834,-0.29156494140625,True
1713916473.9510086,4,1713916473,945856571,,0.9999598860740662,-0.9999791383743286,9.973032865673304e-05,1.0,-1.0,0.35000149758807336,4.011392593383789e-05,-2.086162567138672e-05,0.34990176725941663,0.0,0.0,0.0,-0.0009868443012237549,0.0014670969685539603,0.0035264655016362667,0.0,0.0,0.0,0.0009868443012237549,-0.0014670969685539603,-0.0035264655016362667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000279281783150509,-0.0001591673499206081,0.0003570496628526598,0.9999999403953552,-0.0014350107871486414,-0.0037567942953966177,0.0,0.9999919135876363,-0.0005586771892868655,-0.00031813521579402126,0.0007141882053705805,-0.0028700833200279185,-0.0075135985282704845,1.0782385032022558e-05,0.004577960353344679,-0.013466164469718933,-0.014032633043825626,0.0,0.0,0.0,-0.10040747374296188,0.038353390991687775,13.363125801086426,7.242473602294922,0.37062013149261475,1.1280395984649658,0.027830366045236588,-0.02532675862312317,-0.29822078347206116,True
1713916473.959774,5,1713916473,955846071,,0.9999620914459229,-0.9999779462814331,0.00010381409083493054,1.0,-1.0,0.35200149758807336,3.790855407714844e-05,-2.205371856689453e-05,0.35189768349723843,0.0,0.0,0.0,-0.0011251955293118954,0.00114299391862005,0.004159573465585709,0.0,0.0,0.0,0.0011251955293118954,-0.00114299391862005,-0.004159573465585709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003140646731480956,-0.00017248233780264854,0.00033375454950146377,0.9999999403953552,-0.0013767375307722782,-0.0037718889309307185,0.0,0.9999919386913397,-0.0006282444453018861,-0.00034475497927919903,0.0006676174092094856,-0.002753534694092752,-0.007543788600194814,1.0386097634917322e-05,-0.029316263273358345,-0.008440179750323296,-0.014983534812927246,0.0,0.0,0.0,-0.1008543074131012,0.036811769008636475,13.368880271911621,7.242473602294922,0.3784729838371277,1.130238652229309,0.02818252146244049,-0.025783421471714973,-0.30465301871299744,True
1713916473.9709566,6,1713916473,965847730,,0.9999436140060425,-0.9999547600746155,0.0002036175283137709,1.0,-1.0,0.35600149758807337,5.638599395751953e-05,-4.5239925384521484e-05,0.3557978800597596,0.0,0.0,0.0,-0.002234851010143757,0.0022292290814220905,0.009487307630479336,0.0,0.0,0.0,0.002234851010143757,-0.0022292290814220905,-0.009487307630479336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004739357973448932,-0.00033019669353961945,0.00025542653747834265,0.9999997615814209,-0.001335491527808293,-0.003703635472723109,0.0,0.9999922497432989,-0.0009480404731861896,-0.0006601512174771021,0.0005111661107148548,-0.0026710388074864056,-0.007407281273899949,9.892618983942852e-06,-0.02207905612885952,-0.02417713962495327,0.008241972886025906,0.0,0.0,0.0,-0.09903119504451752,0.03570959344506264,13.369146347045898,7.242473602294922,0.38635727763175964,1.1287850141525269,0.028492871671915054,-0.026198040693998337,-0.3107207715511322,True
1713916473.980657,7,1713916473,975857973,,0.9999427795410156,-0.999954879283905,0.00023880795924924314,1.0,-1.0,0.35800149758807337,5.7220458984375e-05,-4.51207160949707e-05,0.3577626896288241,0.0,0.0,0.0,-0.0029096107464283705,0.0013418833259493113,0.010948462411761284,0.0,0.0,0.0,0.0029096107464283705,-0.0013418833259493113,-0.010948462411761284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005034122732467949,-0.00036439590621739626,0.00024056350230239332,0.9999998211860657,-0.0013931520936027002,-0.003630040149061927,0.0,0.9999924409393104,-0.0010070000375549044,-0.0007285494783439824,0.0004814939060791921,-0.002786360163385383,-0.007260089197114898,1.0114662632402645e-05,-0.026051681488752365,-0.014765587635338306,-0.013915200717747211,0.0,0.0,0.0,-0.09707856178283691,0.03725722059607506,13.371252059936523,7.242473602294922,0.3942023813724518,1.1298816204071045,0.028812918812036514,-0.026635397225618362,-0.3170223534107208,True
1713916473.9907513,8,1713916473,985893487,,0.9999207854270935,-0.9999584555625916,0.0003707712166942656,1.0,-1.0,0.3620014975880734,7.921457290649414e-05,-4.1544437408447266e-05,0.3616307263713791,0.0,0.0,0.0,-0.0038840114139020443,-9.33286064537242e-05,0.016067055985331535,0.0,0.0,0.0,0.0038840114139020443,9.33286064537242e-05,-0.016067055985331535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006424181628972292,-0.0005126489559188485,0.0002509502519387752,0.9999996423721313,-0.0015324754930350303,-0.003518625545275679,0.0,0.9999926353694488,-0.0012850941639754388,-0.0010249752708210527,0.0005025592678529825,-0.003065009106539317,-0.007037257347991851,1.078468187856269e-05,-0.028455741703510284,-0.03367646038532257,-0.0043793655931949615,0.0,0.0,0.0,-0.09407439827919006,0.040972452610731125,13.367765426635742,7.242473602294922,0.4020453095436096,1.1287788152694702,0.029108241200447083,-0.027086744084954262,-0.32320988178253174,True
1713916474.0005512,9,1713916473,995866775,,0.9998962879180908,-0.9999591708183289,0.0005544204032048583,1.0,-1.0,0.3640014975880734,0.00010371208190917969,-4.082918167114258e-05,0.3634470771848685,0.0,0.0,0.0,-0.00473430659621954,0.0004634281503967941,0.0202835313975811,0.0,0.0,0.0,0.00473430659621954,-0.0004634281503967941,-0.0202835313975811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008190943044610322,-0.0006338423700071871,0.00021997983276378363,0.999999463558197,-0.0015019828664569127,-0.0034524493976453067,0.0,0.9999929122951949,-0.0016384685651452513,-0.0012673239697037187,0.00044099813005806025,-0.003004020571823718,-0.006904904723615405,1.0371286923950303e-05,-0.029827401041984558,-0.03306027874350548,-0.0024056010879576206,0.0,0.0,0.0,-0.09230643510818481,0.04015777260065079,13.36796760559082,7.242473602294922,0.40978679060935974,1.1289294958114624,0.029397429898381233,-0.02755657210946083,-0.3294318914413452,True
1713916474.0120187,10,1713916474,5870580,,0.9998403787612915,-0.999947726726532,0.0009485726477578282,1.0,-1.0,0.3680014975880734,0.0001596212387084961,-5.227327346801758e-05,0.36705292494031555,0.0,0.0,0.0,-0.004341209307312965,0.0003547056985553354,0.028724482282996178,0.0,0.0,0.0,0.004341209307312965,-0.0003547056985553354,-0.028724482282996178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010835296707227826,-0.0010366385104134679,0.00011017400538548827,0.9999988675117493,-0.0013935515656105539,-0.0034468486902477623,0.0,0.9999930886001865,-0.002167291671199861,-0.0020730374127320315,0.0002225946994644134,-0.002787153703802484,-0.006893704337035436,9.606951053012188e-06,-0.04145658388733864,-0.054069697856903076,-0.011181162670254707,0.0,0.0,0.0,-0.09212273359298706,0.03724496811628342,13.363049507141113,7.242473602294922,0.41748157143592834,1.1287399530410767,0.029583828523755074,-0.027919741347432137,-0.334502637386322,True
1713916474.0209548,11,1713916474,15890598,,0.9998456835746765,-0.9999523162841797,0.001073672203347087,1.0,-1.0,0.3700014975880734,0.00015431642532348633,-4.76837158203125e-05,0.3689278253847263,0.0,0.0,0.0,-0.004188272636383772,0.00014694666606374085,0.03151947259902954,0.0,0.0,0.0,0.004188272636383772,-0.00014694666606374085,-0.03151947259902954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011295969597995281,-0.001167002716101706,9.53351118369028e-05,0.9999986886978149,-0.0015392554712308124,-0.003458062072386883,0.0,0.9999928362239892,-0.002259421490145707,-0.002333789052760018,0.00019330698201066603,-0.0030785673795066157,-0.006916129735444296,1.0645936541486333e-05,-0.0222004484385252,-0.06140812486410141,-0.008479337207973003,0.0,0.0,0.0,-0.09239961951971054,0.04112899675965309,13.359742164611816,7.242473602294922,0.42511430382728577,1.127612829208374,0.029884155839681625,-0.028390226885676384,-0.34072041511535645,True
1713916474.0308065,12,1713916474,25861740,,0.999830961227417,-0.9999563694000244,0.0014236894203349948,1.0,-1.0,0.3740014975880734,0.0001690387725830078,-4.363059997558594e-05,0.3725778081677384,0.0,0.0,0.0,-0.002966304775327444,2.0974695871700533e-05,0.037582140415906906,0.0,0.0,0.0,0.002966304775327444,-2.0974695871700533e-05,-0.037582140415906906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001226716092787683,-0.0014530724147334695,4.725040707853623e-05,0.9999982118606567,-0.0015468493275788665,-0.0035294637616190075,0.0,0.9999925750437918,-0.0024535778334452258,-0.002906027674776086,9.806606990819777e-05,-0.003093757698091124,-0.007058933733597623,1.0919369339981762e-05,-0.01595187745988369,-0.050502076745033264,-0.03283592313528061,0.0,0.0,0.0,-0.09426302462816238,0.04131242260336876,13.353433609008789,7.242473602294922,0.4326001703739166,1.1284565925598145,0.030120104551315308,-0.02879982255399227,-0.3459068834781647,True
1713916474.040673,13,1713916474,35864353,,0.9998241662979126,-0.9999563694000244,0.0018373975763097405,1.0,-1.0,0.3760014975880734,0.00017583370208740234,-4.363059997558594e-05,0.37416410001176365,0.0,0.0,0.0,-0.0028267756570130587,0.00015271021402440965,0.04342932254076004,0.0,0.0,0.0,0.0028267756570130587,-0.00015271021402440965,-0.04342932254076004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001334958360530436,-0.0016527794068679214,-0.00011142670700792223,0.9999977946281433,-0.0015440430433651313,-0.0035309984611897787,0.0,0.9999925739629005,-0.002669559955251605,-0.003305854663481118,-0.0002184413093163132,-0.003088145068278797,-0.0070620031788217,1.0904299128349483e-05,-0.011675375513732433,-0.024595599621534348,-0.027068395167589188,0.0,0.0,0.0,-0.09427870810031891,0.04122640937566757,13.349851608276367,7.242473602294922,0.44002610445022583,1.1290167570114136,0.030443312600255013,-0.029282253235578537,-0.3518613278865814,True
1713916474.0517936,14,1713916474,45895576,,0.9997913241386414,-0.999949038028717,0.0026002952363342047,1.0,-1.0,0.3800014975880734,0.00020867586135864258,-5.0961971282958984e-05,0.3774012023517392,0.0,0.0,0.0,-0.003374445019289851,0.0013732269871979952,0.05247525870800018,0.0,0.0,0.0,0.003374445019289851,-0.0013732269871979952,-0.05247525870800018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015508326468989253,-0.0020822654478251934,-0.0001291928783757612,0.9999966621398926,-0.0015298941433423481,-0.003449942116159267,0.0,0.9999928786362958,-0.0031011485270315497,-0.004164929408260881,-0.00025192857091145706,-0.0030598441083840816,-0.006899889844480864,1.0556343761703172e-05,-0.04020661488175392,-0.04032113030552864,-0.010369237512350082,0.0,0.0,0.0,-0.09209220856428146,0.04083875194191933,13.346635818481445,7.242473602294922,0.4474324584007263,1.1275936365127563,0.0308259055018425,-0.029825959354639053,-0.3585093021392822,True
1713916474.0606956,15,1713916474,55866718,,0.9997988343238831,-0.9999421834945679,0.0028153967577964067,1.0,-1.0,0.3820014975880734,0.00020116567611694336,-5.7816505432128906e-05,0.379186100830277,0.0,0.0,0.0,-0.003216836601495743,0.0015532791148871183,0.053750406950712204,0.0,0.0,0.0,0.003216836601495743,-0.0015532791148871183,-0.053750406950712204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016255497466772795,-0.0021463888697326183,-0.0001510328147560358,0.9999964237213135,-0.001444678437079491,-0.0034808941080065876,0.0,0.9999928981149928,-0.003250474807606149,-0.004293266085254536,-0.00029508911400259237,-0.0028894103942973663,-0.00696179500980133,1.0057789051741416e-05,-0.03362789750099182,-0.03777546063065529,-0.002128822496160865,0.0,0.0,0.0,-0.09290175139904022,0.03855709359049797,13.34424114227295,7.242473602294922,0.4547165334224701,1.1289297342300415,0.03115740418434143,-0.030309846624732018,-0.3645067512989044,True
1713916474.0705502,16,1713916474,65851211,,0.9997835755348206,-0.9999330043792725,0.003377043642103672,1.0,-1.0,0.3860014975880734,0.00021642446517944336,-6.699562072753906e-05,0.3826244539459697,0.0,0.0,0.0,-0.0038481715600937605,-6.31223083473742e-05,0.05853287875652313,0.0,0.0,0.0,0.0038481715600937605,6.31223083473742e-05,-0.05853287875652313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017670559464022517,-0.002289756666868925,-0.00017758288595359772,0.9999958872795105,-0.001597067848950055,-0.0033962674111654243,0.0,0.9999929573461794,-0.0035333279207839315,-0.004580137324802404,-0.000347075642768486,-0.003194192321712092,-0.006792539217768267,1.0848389241555219e-05,-0.02755320444703102,-0.036474354565143585,-0.008627805858850479,0.0,0.0,0.0,-0.09061583876609802,0.04261138290166855,13.34022331237793,7.242473602294922,0.4619513154029846,1.1287232637405396,0.031425803899765015,-0.030740777030587196,-0.36972108483314514,True
1713916474.0801387,17,1713916474,75839281,,0.9997603297233582,-0.9999263286590576,0.003995857667177916,1.0,-1.0,0.3880014975880734,0.0002396702766418457,-7.367134094238281e-05,0.3840056399208955,0.0,0.0,0.0,-0.004739801865071058,0.0005529792979359627,0.0643225908279419,0.0,0.0,0.0,0.004739801865071058,-0.0005529792979359627,-0.0643225908279419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019023194909095764,-0.0023687377106398344,-0.0002685206418391317,0.9999953508377075,-0.001556516218256811,-0.003309236873756717,0.0,0.9999933130819304,-0.0038034010392365343,-0.004738492735780669,-0.0005280325457526145,-0.0031130848310351447,-0.006618477809790374,1.0301987362877509e-05,-0.014436866156756878,-0.020314885303378105,-0.008633442223072052,0.0,0.0,0.0,-0.08826272189617157,0.041514817625284195,13.33554458618164,7.242473602294922,0.4691047966480255,1.128817081451416,0.03168654441833496,-0.03118753805756569,-0.37492233514785767,True
