Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,w_nominal.x,w_nominal.y,w_nominal.z,w_gust.x,w_gust.y,w_gust.z
1713562833.5172038,183,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.5239048,184,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.530626,185,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.5373538,186,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.5439124,187,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.5506923,188,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.557262,189,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.5638826,190,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.570594,191,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.5773072,192,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.5839438,193,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.590608,194,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.5973206,195,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.6039336,196,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.6106462,197,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.6172736,198,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.6239026,199,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.6305912,200,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.6372232,201,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.6439745,202,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.6507087,203,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.657247,204,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.663912,205,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.6705961,206,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.6772606,207,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.68391,208,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.690664,209,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.6973386,210,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.703943,211,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.7106128,212,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.717239,213,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.7240043,214,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.730669,215,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.7373323,216,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.7438676,217,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.7506423,218,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.7572281,219,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.763964,220,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.7706153,221,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.7771807,222,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.7839074,223,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.7905698,224,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.7971911,225,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.8039634,226,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.8106103,227,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.8172333,228,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.823908,229,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.8306043,230,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.8372202,231,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.84387,232,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.8506048,233,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.8571992,234,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.8639202,235,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.8706498,236,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.8772287,237,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.8839226,238,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.8907418,239,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.897706,240,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.9039955,241,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.9108727,242,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.9176574,243,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.9241202,244,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.9309962,245,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.9377275,246,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.9441113,247,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.95082,248,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.9573512,249,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.9640825,250,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.9708202,251,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.97757,252,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.9841259,253,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.9908,254,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562833.9975286,255,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.0040054,256,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.010767,257,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.0172508,258,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.0239444,259,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.0306237,260,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.037197,261,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.0438862,262,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.050557,263,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.0572352,264,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.0638769,265,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.0705976,266,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.0771909,267,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.083872,268,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.0905733,269,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.0971875,270,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.1039295,271,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.110563,272,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.1171734,273,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.123909,274,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.130556,275,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.1371717,276,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.1438959,277,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.1505659,278,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.157207,279,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.1638749,280,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.170566,281,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.17718,282,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.1838505,283,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.1905532,284,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.1971574,285,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.2038603,286,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.2105517,287,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.2172048,288,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.2238634,289,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.2305443,290,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.2372015,291,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.2438748,292,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.25062,293,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.2571936,294,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.2639349,295,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.2706454,296,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.277223,297,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.2839057,298,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.2906098,299,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.2973218,300,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.3039436,301,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.3106792,302,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.3173184,303,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.3239334,304,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.3306448,305,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.337195,306,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.3438969,307,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.3506525,308,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.3573275,309,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.3639107,310,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.370625,311,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.3773954,312,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.3840444,313,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.3906398,314,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.3974006,315,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.4040444,316,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.4106975,317,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.4172342,318,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.4240077,319,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.4306335,320,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.4374142,321,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.4439723,322,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.450669,323,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.4572227,324,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.4639406,325,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.4706116,326,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.4774327,327,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.4840806,328,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.4906433,329,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.4974246,330,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.503958,331,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.5107484,332,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.5172834,333,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.5239563,334,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.5306568,335,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.5372844,336,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.54394,337,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.5506642,338,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.557279,339,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.5639315,340,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.5706384,341,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.5772285,342,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.5838773,343,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.5906403,344,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.5972242,345,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.603902,346,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.6106467,347,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.6172614,348,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.6239183,349,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.6306357,350,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.6372676,351,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.6439028,352,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.6505601,353,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.6571698,354,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.6638951,355,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.6705828,356,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.677165,357,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.6839097,358,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.6906695,359,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.6972222,360,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.70392,361,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.7105951,362,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.7172341,363,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.7239048,364,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.730592,365,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.7372015,366,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.7439013,367,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.750548,368,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.7572474,369,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.763916,370,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.7705595,371,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.7771955,372,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.78391,373,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.7905538,374,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.7972207,375,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1713562834.8038852,376,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
